uid	source	label	diacritic	sentence	original
4995	Miyagawa_and_Saito	1	g	うちの動物園ではカバがまだ3頭元気だ。	うちの動物園ではカバがまだ3頭元気だ。
2050	Inoue_1976	1	g	僕は、親父に自分の車を洗わせられた。	僕は、親父に自分の車を洗わせられた。
3384	Kuno_1973	1	g	その指輪は泥棒に盗まれた。	その指輪は泥棒に盗まれた。
2953	Kuno_1973	1	g	ジョンが来たら、一緒に食事がしたい。	ジョンが来たら、一緒に食事がしたい。
299	Gunji_1987	1	g	本を健が直美にあげた。	本を健が直美にあげた。
3544	Kuno_1973	1	g	ニューヨークの郊外にジョンが住んでいる。	ニューヨークの郊外にジョンが住んでいる。
5248	Miyagawa_and_Saito	1	g	ジョンは本をたくさん買った。	ジョンは本をたくさん買った。
5950	Shibatani_1976	1	g	田中さんは僕を1時間も待たせた。	田中さんは僕を1時間も待たせた。
4690	Miyagawa_and_Saito	1	g	僕はボールを崖から落とした。	僕はボールを崖から落とした。
8470	Tsujimura_2013	1	g	本を二冊あげた。	本を二冊あげた。
1042	Inoue_1976	1	g	学生がデモをしているそばを警官が通った。	学生がデモをしているそばを警官が通った。
1678	Inoue_1976	1	g	花子は声がいい。	花子は声がいい。
884	Inoue_1976	1	g	彼が覚えている銀座は、もっと情緒豊かな街だった。	彼が覚えている銀座は、もっと情緒豊かな街だった。
7144	Shibatani_1976	1	g	太郎は保険会社に勤めている。	保険会社
7247	Shibatani_1976	1	g	田中先生はご病気だ。	ご病気
1701	Inoue_1976	1	g	父は弟を自分の部屋に入れた。	父は弟を自分の部屋に入れた。
2045	Inoue_1976	1	g	課長は、田中さんに自分の費用で出張させた。	課長は、田中さんに自分の費用で出張させた。
3497	Kuno_1973	1	g	1年に365日ある。	1年に365日ある。
159	Gunji_1987	0	*	直美がスーザンから御馳走を用意してもらった。	直美がスーザンから御馳走を用意してもらった。
1053	Inoue_1976	1	g	それらが2、3冊積んであった机が見えなくなった本があった。	それらが2、3冊積んであった机が見えなくなった本
3394	Kuno_1973	1	g	ジョンは、メアリーが彼を殺そうとしたとき、ジェーンと寝ていた。	ジョンは、メアリーが彼を殺そうとしたとき、ジェーンと寝ていた。
3292	Kuno_1973	1	g	お金はジョンがある。	お金はジョンがある。
5215	Miyagawa_and_Saito	1	g	ジョンは3冊本を買った。	ジョンは3冊本を買った。
4307	Kuroda_1992	0	*	花子のことがFBIを批判した。	花子のことがFBIを批判した。
3971	Kuroda_1965	1	g	ジョンは働ける。	ジョンは働ける。
5313	Shibatani_1976	1	g	誰かがみんなが死んだことを知らなかった。	誰かがみんなが死んだことを知らなかった。
880	Inoue_1976	1	g	昨日私はジョンと話したが、彼は京都の会議に出席することになっている。	昨日私はジョンと話したが、彼は京都の会議に出席することになっている。
5517	Shibatani_1976	1	g	佐藤は田中に彼の家で殺された。	佐藤は田中に彼の家で殺された。
5364	Shibatani_1976	0	*	愛するは簡単だ。	愛するは簡単だ。
5119	Miyagawa_and_Saito	1	g	花子はどこから来た人に会いましたか？	花子はどこから来た人に会いましたか？
7243	Shibatani_1976	0	*	僕は今日山田先生がおいでになりますことをすっかり忘れていた。	僕は今日山田先生がおいでになりますことをすっかり忘れていた。
5126	Miyagawa_and_Saito	1	g	海辺のカフカを読みました。	海辺のカフカを読みました。
4472	Kuroda_1992	0	*	正男にこの図書館からが本を盗める。	正男にこの図書館からが本を盗める。
7207	Shibatani_1976	0	*	水で遊ぶことをする。	水で遊ぶことをする。
4323	Kuroda_1992	1	g	ジョンは悪い時に友達に来られた。	ジョンは悪い時に友達に来られた。
4829	Miyagawa_and_Saito	1	g	子供を育てるのは難しい。	子供を育てるのは難しい。
5138	Miyagawa_and_Saito	1	g	健が自分自身を責めた後で、太郎は讃えた。	健が自分自身を責めた後で、太郎は讃えた。
6640	Shibatani_1976	1	g	あの人はかなり不幸な人だ。	あの人はかなり不幸な人だ。
3681	Kuroda_1965	1	g	病気なのはジョンだ。	病気なのはジョンだ。
5322	Shibatani_1976	1	g	僕は山田にそれをすることを説得した。	僕は山田にそれをすることを説得した。
7905	Tsujimura_1999	1	g	2人の男を3人の女が責めた。	2人の男を3人の女が責めた。
8603	Tsujimura_2013	1	g	弁護士になった学生が私をスミスさんに紹介してくれた。	弁護士になった学生が私をスミスさんに紹介してくれた。
8128	Tsujimura_1999	1	g	彼は何を作る会社から金を借りましたか？	彼は何を作る会社から金を借りましたか？
637	Inoue_1976	1	g	僕は、そんなに早くは起きれない。	僕は、そんなに早くは起きれない。
1995	Inoue_1976	1	g	私は、通学に新幹線を利用した。	私は、通学に新幹線を利用した。
4096	Kuroda_1992	1	g	ジョンは日曜日に20D-102号室でだけ統辞構造論だけを読んだ。	ジョンは日曜日に20D-102号室でだけ統辞構造論だけを読んだ。
762	Inoue_1976	1	g	次姉がジョンを嘆かせた。	次姉がジョンを嘆かせた。
182	Gunji_1987	1	g	直美が1番得意なケーキはチョコレートケーキのはずだった。	直美が1番得意なケーキはチョコレートケーキのはずだった。
664	Inoue_1976	0	*	できるのは太郎が泳ぐことだ。	できるのは太郎が泳ぐことだ。
3095	Kuno_1973	0	*	ジョンはメアリーが死んだことを勘違いした。	ジョンはメアリーが死んだことを勘違いした。
6745	Shibatani_1976	1	g	何か食べなかったら、映画へ連れて行ってあげないよ。	何か食べなかったら、映画へ連れて行ってあげないよ。
2719	Kuno_1973	1	g	僕はメアリーにこれをわからせる。	僕はメアリーにこれをわからせる。
6460	Shibatani_1976	0	*	彼女はまだパパヤを食べたということはない。	彼女はまだパパヤを食べたということはない。
6716	Shibatani_1976	1	g	足が痛くなるほど走った。	足が痛くなるほど走った。
4618	Kuroda_1992	1	g	正男が花子をぶったのは頬だ。	正男が花子をぶったのは頬だ。
5612	Shibatani_1976	1	g	親友に裏切られたので、美智子は誰も信用できないと思い込んだわ。	親友に裏切られたので、美智子は誰も信用できないと思い込んだわ。
373	Inoue_1976	1	g	花子が漫画を読む。	花子が漫画を読む。
5956	Shibatani_1976	1	g	母親は花子に5つの時からピアノを習わせた。	母親は花子に5つの時からピアノを習わせた。
3782	Kuroda_1965	0	*	これまで誰が考えなかったアイデア。	これまで誰が考えなかったアイデア。
3553	Kuno_1973	1	g	学生のジョンは有名だ。	学生のジョン。
2416	Kuno_1973	0	*	誰にお金がいるのですか？	誰にお金がいるのですか？
8532	Tsujimura_2013	1	g	子供が死んだ。	子供が死んだ。
2146	Kuno_1973	1	g	田中が来たら、あいつに頼もう。	田中が来たら、あいつに頼もう。
854	Inoue_1976	1	g	父が花子が帰るのが楽しみだった。	父が花子が帰るのが楽しみだった。
5690	Shibatani_1976	1	g	宏は、母が癌でなかったことを聞かされて、喜んだ。	宏は、母が癌でなかったことを聞かされて、喜んだ。
448	Inoue_1976	1	g	私は妹を壇から降りさせた。	私は妹を壇から降りさせた。
2175	Kuno_1973	1	g	ジョンはメアリーにいじめられた。	ジョンはメアリーにいじめられた。
4068	Kuroda_1992	1	g	この家の誰かはこの部屋の全ての本を読んだ。	この家の誰かはこの部屋の全ての本を読んだ。
510	Inoue_1976	1	g	ジョンが母親に仕事のことを話した。	ジョンが母親に仕事のことを話した。
7899	Tsujimura_1999	0	*	本をジョンが2冊メアリーにこっそりとピーターが買ったと言った。	本をジョンが2冊メアリーにこっそりとピーターが買ったと言った。
7521	Shibatani_1990	1	g	その3人の大きな男は優しい。	その3人の大きな男
5818	Shibatani_1976	1	g	メアリーが自分のことをかまわないことがジョンを打ちのめした。	メアリーが自分のことをかまわないことがジョンを打ちのめした。
6200	Shibatani_1976	0	*	太郎が一緒に勉強したのは花子だ。	太郎が一緒に勉強したのは花子だ。
3483	Kuno_1973	0	*	勲章がジョンにメアリーを与えられた。	勲章がジョンにメアリーを与えられた。
5087	Miyagawa_and_Saito	1	g	メアリーはジョンが何をあげた人にあったの？	メアリーはジョンが何をあげた人にあったの？
6046	Shibatani_1976	1	g	太郎は花子に本を読ませた。	太郎は花子に本を読ませた。
931	Inoue_1976	0	*	ジョンが友達のメアリーは素敵だ。	ジョンが友達のメアリー
3647	Kuno_1973	0	*	英語がジョンがわかる。	英語がジョンがわかる。
1572	Inoue_1976	1	g	父の死が花子の運命を変えていた。	父の死が花子の運命を変えていた。
5815	Shibatani_1976	1	g	自分がメアリーに揶揄われたことがジョンを絶望へ追いやった。	自分がメアリーに揶揄われたことがジョンを絶望へ追いやった。
185	Gunji_1987	0	*	直美がケーキが1番得意なケーキはチョコレートケーキのはずだった。	直美がケーキが1番得意なケーキはチョコレートケーキのはずだった。
4909	Miyagawa_and_Saito	1	g	ジョンの来ると来ないとでは、大違いだ。	ジョンの来ると来ないとでは、大違いだ。
7493	Shibatani_1990	1	g	太郎はテレビを見つつ雑誌を読んだ。	太郎はテレビを見つつ雑誌を読んだ。
5548	Shibatani_1976	1	g	佐藤は田中を憤慨させた。	佐藤は田中を憤慨させた。
1569	Inoue_1976	1	g	太郎が電源を切っていました。	太郎が電源を切っていました。
2326	Kuno_1973	1	g	山は木が綺麗です。	山は木が綺麗です。
6732	Shibatani_1976	1	g	隅田川に釣りに行ったのだ。	隅田川に釣りに行ったのだ。
8007	Tsujimura_1999	1	g	この本はメアリーがジョンに読ませた。	この本はメアリーがジョンに読ませた。
5425	Shibatani_1976	0	*	山田は田中をボストンに行ってしまったと思った。	山田は田中をボストンに行ってしまったと思った。
2591	Kuno_1973	1	g	ジョンとメアリーが似ている。	ジョンとメアリーが似ている。
4660	Kuroda_1992	1	g	正男が色を綺麗にしたのはこのコマだ。	正男が色を綺麗にしたのはこのコマだ。
2209	Kuno_1973	1	g	自動車事故で、ティーンエイジャーが死んだ。	自動車事故で、ティーンエイジャーが死んだ。
6973	Shibatani_1976	1	g	太郎は、寄り添っている二郎と花子の間に割り込んだ。	太郎は、寄り添っている二郎と花子の間に割り込んだ。
8346	Tsujimura_1999	1	g	瓶が橋の下で浮かんでいた。	瓶が橋の下で浮かんでいた。
3540	Kuno_1973	1	g	ニューヨークが郊外に良い住宅街がある。	ニューヨークが郊外に良い住宅街がある。
1762	Inoue_1976	0	*	赤ん坊の頭が痒いらしい。	赤ん坊の頭が痒いらしい。
4395	Kuroda_1992	1	g	この子が寝ているところはかわいい。	この子が寝ているところはかわいい。
5145	Miyagawa_and_Saito	1	g	太郎が花子を責めた。	太郎が花子を責めた。
7347	Shibatani_1976	1	g	こんな本は僕には面白くない。	こんな本は僕には面白くない。
8571	Tsujimura_2013	1	g	先生が二郎を通らせたのは学校の前をだ。	先生が二郎を通らせたのは学校の前をだ。
5767	Shibatani_1976	1	g	学部長が学生に自分の部屋で書類を整理することを許した。	学部長が学生に自分の部屋で書類を整理することを許した。
4721	Miyagawa_and_Saito	1	g	西の方が雨が大変です。	西の方が雨が大変です。
4540	Kuroda_1992	1	g	英語は正男が話す。	英語は正男が話す。
2462	Kuno_1973	1	g	太郎が道で歩く。	道で歩く。
3774	Kuroda_1965	1	g	あの頃は人々は何を食べでもした。	あの頃は人々は何を食べでもした。
3059	Kuno_1973	1	g	ジョンが上着を脱ぐと、メアリーがハンガーにかけた。	ジョンが上着を脱ぐと、メアリーがハンガーにかけた。
5614	Shibatani_1976	1	g	自分を憎んでいる上役のひどい態度がその平社員をすっかり憤慨させた。	自分を憎んでいる上役のひどい態度がその平社員をすっかり憤慨させた。
7680	Shibatani_1990	1	g	先生にこの字がお見えになりますか？	先生にこの字がお見えになりますか？
2540	Kuno_1973	1	g	私はジョンに会った。	私はジョンに会った。
2577	Kuno_1973	1	g	ジョンやメアリーやトムが来た。	ジョンやメアリーやトムが来た。
715	Inoue_1976	0	*	メアリーにざるそばが食べたい。	メアリーにざるそばが食べたい。
4017	Kuroda_1992	1	g	タマは動物である。	タマは動物である。
1696	Inoue_1976	1	g	花子が希望を捨てた。	花子が希望を捨てた。
4206	Kuroda_1992	1	g	僕は山の麓に森が鬱蒼と茂る中を歩いた。	僕は山の麓に森が鬱蒼と茂る中を
8317	Tsujimura_1999	1	g	開きかけのドア。	開きかけのドア。
4852	Miyagawa_and_Saito	1	g	仙台が魚が美味い。	仙台が魚が美味い。
296	Gunji_1987	1	g	健が本を直美にあげた。	健が本を直美にあげた。
2824	Kuno_1973	0	*	食事をした後に、日本語の勉強をした。	食事をした後に、日本語の勉強をした。
8287	Tsujimura_1999	1	g	服が箱に詰まっている。	服が箱に詰まっている。
1055	Inoue_1976	1	g	その学生たちがデモをしたことが新聞に出た学生がいた。	その学生たちがデモをしたことが新聞に出た学生
769	Inoue_1976	0	*	僕は、寒がっている。	僕は、寒がっている。
972	Inoue_1976	1	g	書いた本にビルが序文を載せた学者は優秀だ。	書いた本にビルが序文を載せた学者
3616	Kuno_1973	1	g	この人はバカだ。	この人はバカだ。
1392	Inoue_1976	1	g	彼の言葉が国民から信用された。	彼の言葉が国民から信用された。
7574	Shibatani_1990	1	g	花子とは誰も一緒に勉強したがらない。	花子とは誰も一緒に勉強したがらない。
2459	Kuno_1973	1	g	太郎が川を下る。	川を下る。
5982	Shibatani_1976	1	g	田中さんは三木さんに彼の選挙区で演説させた。	田中さんは三木さんに彼の選挙区で演説させた。
946	Inoue_1976	1	g	東京は物価が高い。	東京は物価が高い。
2624	Kuno_1973	1	g	ジョンは東京にには行ったが、大阪にには行かなかった。	ジョンは東京にには行ったが、大阪にには行かなかった。
8625	Tsujimura_2013	1	g	人が通る物音がした。	人が通る物音。
4731	Miyagawa_and_Saito	1	g	森さんがトヨタの事務員です。	森さんがトヨタの事務員です。
2913	Kuno_1973	0	*	学校に行ったら、勉強した。	学校に行ったら、勉強した。
807	Inoue_1976	1	g	この豆は、煮にくい。	この豆は、煮にくい。
5522	Shibatani_1976	0	*	田中は自分の息子がやっと大学に入れたことに喜ばせられた。	田中は自分の息子がやっと大学に入れたことに喜ばせられた。
6084	Shibatani_1976	1	g	棒が立っていた。	棒が立っていた。
2609	Kuno_1973	1	g	スターリンとルーズベルトとチャーチルとが会談した。	スターリンとルーズベルトとチャーチルとが会談した。
3517	Kuno_1973	1	g	4人の少年が3人の少女を犯した。	4人の少年が3人の少女を犯した。
5489	Shibatani_1976	1	g	恋人に裏切られたので、宏は人間不信の念を抱いた。	恋人に裏切られたので、宏は人間不信の念を抱いた。
1169	Inoue_1976	1	g	ジョンが来なかったことは、確かだ。	ジョンが来なかったことは、確かだ。
1673	Inoue_1976	1	g	彼は美しい目をしている。	彼は美しい目をしている。
5432	Shibatani_1976	1	g	田中は山田にバカだと言われた。	田中は山田にバカだと言われた。
2399	Kuno_1973	1	g	僕は子供がいる。	僕は子供がいる。
6616	Shibatani_1976	0	*	太郎は大変喜んでいなかった。	太郎は大変喜んでいなかった。
6991	Shibatani_1976	1	g	警官は、ある男が屋根によじ登るところを捕まえた。	警官は、ある男が屋根によじ登るところを捕まえた。
2494	Kuno_1973	1	g	太郎が道を戻る。	道を戻る。
1353	Inoue_1976	1	g	子供がこのトラックに乗れた。	子供がこのトラックに乗れた。
7492	Shibatani_1990	1	g	太郎はテレビを見ながら雑誌を読んだ。	太郎はテレビを見ながら雑誌を読んだ。
2381	Kuno_1973	1	g	あなたは日本語が分かりますか？	あなたは日本語が分かりますか？
3918	Kuroda_1965	1	g	ジョンは神様にビルが本を買うようにお祈りした。	ジョンは神様にビルが本を買うようにお祈りした。
4575	Kuroda_1992	1	g	日本が木が多い。	日本が木が多い。
3968	Kuroda_1965	1	g	ジョンが楽しがった。	ジョンが楽しがった。
8003	Tsujimura_1999	1	g	メアリーがジョンに歩かせた。	メアリーがジョンに歩かせた。
4230	Kuroda_1992	1	g	この城は徳川軍に攻撃された。	この城は徳川軍に攻撃された。
5022	Miyagawa_and_Saito	1	g	ジョンが子供たちの腹を10人刺した。	ジョンが子供たちの腹を10人刺した。
5670	Shibatani_1976	1	g	田中大臣が佐藤首相に電話で自分の人気が落ち出したことを教えた。	田中大臣が佐藤首相に電話で自分の人気が落ち出したことを教えた。
7771	Shibatani_1990	1	g	風に吹かれて飛んで来た。	風に吹かれて飛んで来た。
8105	Tsujimura_1999	1	g	太郎が気合いを入れる。	気合いを入れる。
771	Inoue_1976	1	g	花子が太郎に美人だと思われている。	花子が太郎に美人だと思われている。
1792	Inoue_1976	0	*	友達が花子に棘を刺さらせた。	友達が花子に棘を刺さらせた。
3409	Kuno_1973	1	g	ジョンは、彼を助けてくれた人を殺した。	ジョンは、彼を助けてくれた人を殺した。
7568	Shibatani_1990	1	g	鳥はメスが卵を産む。	鳥はメスが卵を産む。
6833	Shibatani_1976	1	g	太郎は、もう眠り込んでいる。	太郎は、もう眠り込んでいる。
5054	Miyagawa_and_Saito	1	g	ジョンが子供を連れ去った。	ジョンが子供を連れ去った。
80	Gunji_1987	1	g	富雄が直美にスーザンを紹介した。	富雄が直美にスーザンを紹介した。
8066	Tsujimura_1999	1	g	太郎が子供に公園へ行かせた。	太郎が子供に公園へ行かせた。
5587	Shibatani_1976	0	*	母が癌でなかったので、宏は喜ばなかった。	母が癌でなかったので、宏は喜ばなかった。
3802	Kuroda_1965	1	g	ジョンか誰かが本を買ったか？	ジョンか誰かが本を買ったか？
603	Inoue_1976	1	g	ジョンが日本語を訳す。	ジョンが日本語を訳す。
1135	Inoue_1976	1	g	このナイフが使い良いのは、柄が短いからです。	このナイフが使い良いのは、柄が短いからです。
3751	Kuroda_1965	1	g	ジョンかビルが本を買った。	ジョンかビルが本を買った。
3659	Kuroda_1965	1	g	ジョンは本を買った。	ジョンは本を買った。
5173	Miyagawa_and_Saito	1	g	ジョンが誰もにビルかメアリーを紹介した。	ジョンが誰もにビルかメアリーを紹介した。
6421	Shibatani_1976	1	g	貧乏で困っているところへ病気に罹ってしまった。	貧乏で困っているところへ病気に罹ってしまった。
5211	Miyagawa_and_Saito	1	g	太郎が彼の子供を叱った。	太郎が彼の子供を叱った。
860	Inoue_1976	1	g	加藤氏は、私に彼が本を贈ると約束した。	加藤氏は、私に彼が本を贈ると約束した。
5223	Miyagawa_and_Saito	1	g	ロジャーはご飯をどんぶりに4杯食べた。	ロジャーはご飯をどんぶりに4杯食べた。
3299	Kuno_1973	0	*	そのナイフはメアリーがジョンを刺した。	そのナイフはメアリーがジョンを刺した。
7705	Shibatani_1990	1	g	太郎が勉強する。	太郎が勉強する。
2704	Kuno_1973	1	g	人間は遅かれ早かれ死ぬ。	人間は遅かれ早かれ死ぬ。
5257	Miyagawa_and_Saito	1	g	ジョンは言語学の本3冊を買った。	ジョンは言語学の本3冊を買った。
7239	Shibatani_1976	0	*	雨がお降りになった。	雨がお降りになった。
6788	Shibatani_1976	1	g	間もなく太郎がやってくる。	間もなく太郎がやってくる。
4200	Kuroda_1992	1	g	僕が東京に着いた後で、太郎は家に帰った。	僕が東京に着いた後で、
3617	Kuno_1973	1	g	その村にも、大勢の人が来た。	その村にも、大勢の人が来た。
2574	Kuno_1973	1	g	列車が名古屋に着くまでで雑誌を読むのをやめた。	列車が名古屋に着くまでで雑誌を読むのをやめた。
6140	Shibatani_1976	1	g	太郎が二郎を止まらせた。	太郎が二郎を止まらせた。
5795	Shibatani_1976	1	g	太郎が花子に自分がアメリカへ行ったことを話さなかった。	太郎が花子に自分がアメリカへ行ったことを話さなかった。
5057	Miyagawa_and_Saito	1	g	どうしても着物が着崩れた。	どうしても着物が着崩れた。
4495	Kuroda_1992	1	g	私には大学の図書館が1番よく本を読める。	私には大学の図書館が1番よく本を読める。
6015	Shibatani_1976	1	g	太郎が二郎に一郎を歩かせた。	太郎が二郎に一郎を歩かせた。
3841	Kuroda_1965	1	g	ジョンはビルがビルを見たとき本を読んでいた。	ジョンはビルがビルを見たとき本を読んでいた。
2817	Kuno_1973	1	g	ジョンが帰った後で、メアリーがやってきた。	ジョンが帰った後で、メアリーがやってきた。
5458	Shibatani_1976	1	g	自分の秘密を美智子は宏に話した。	自分の秘密を美智子は宏に話した。
1125	Inoue_1976	0	*	彼らの無事だったという知らせが、家族を元気づけた。	彼らの無事だったという知らせが、家族を元気づけた。
1124	Inoue_1976	1	g	ジョンの訳した本は、さっぱり売れない。	ジョンの訳した本は、さっぱり売れない。
3624	Kuno_1973	1	g	メアリーが勉強したのはジョンとだ。	メアリーが勉強したのはジョンとだ。
7038	Shibatani_1976	1	g	私は、小説は書くまい。	私は、小説は書くまい。
7446	Shibatani_1976	1	g	ここに本があります。	ここに本があります。
2562	Kuno_1973	0	*	東京から岡山までで、ヒカリが止まる駅がいくつあるか？	東京から岡山までで、ヒカリが止まる駅がいくつあるか？
4054	Kuroda_1992	1	g	子供はあそこで本を読んでいる。	子供はあそこで本を読んでいる。
904	Inoue_1976	1	g	この本が読めない学生はこの人だ。	この本が読めない学生
855	Inoue_1976	1	g	父に花子が帰るのが楽しみだった。	父に花子が帰るのが楽しみだった。
3308	Kuno_1973	1	g	東京ではジョンがメアリーに会った。	東京ではジョンがメアリーに会った。
3779	Kuroda_1965	1	g	ジョンは何を買おうともしない。	ジョンは何を買おうともしない。
6131	Shibatani_1976	0	*	その部屋で太郎は花子を殺したが、花子は隣の部屋で死んだ。	その部屋で太郎は花子を殺したが、花子は隣の部屋で死んだ。
1998	Inoue_1976	0	*	私が利用している電車が、ダイヤの改正で運転されなくなった。	私が利用している電車が、ダイヤの改正で運転されなくなった。
681	Inoue_1976	1	g	僕がこの本を兄に読めるようにした。	僕がこの本を兄に読めるようにした。
2974	Kuno_1973	1	g	メアリーが降るとジョンが帰った。	メアリーが降るとジョンが帰った。
8143	Tsujimura_1999	0	*	誰が来るかと覚えている。	誰が来るかと覚えている。
4171	Kuroda_1992	1	g	女の子の可愛いのが出てきて戸を開けてくれてた。	女の子の可愛いのが出てきて戸を開けてくれてた。
7140	Shibatani_1976	1	g	太郎は安全地帯に行った。	安全地帯
8361	Tsujimura_1999	1	g	太郎が穴から這い出る。	這い出る。
687	Inoue_1976	1	g	ジョンには、日本語が訳せる。	ジョンには、日本語が訳せる。
480	Inoue_1976	1	g	家族の健康がジョンを喜ばせた。	家族の健康がジョンを喜ばせた。
512	Inoue_1976	1	g	ジョンが仕事のことを話したのは母親だ。	ジョンが仕事のことを話したのは母親だ。
5755	Shibatani_1976	1	g	田中さんは課長に自分の費用で出張させられた。	田中さんは課長に自分の費用で出張させられた。
2059	Inoue_1976	1	g	太郎が子供に手紙を出した。	太郎が子供に手紙を出した。
2807	Kuno_1973	1	g	メアリーが帰った後で、ビルから電話がありました。	メアリーが帰った後で、ビルから電話がありました。
4286	Kuroda_1992	1	g	ジョンがメアリーを殺してしまった。	ジョンがメアリーを殺してしまった。
4232	Kuroda_1992	1	g	この城は徳川軍によって攻撃された。	この城は徳川軍によって攻撃された。
2121	Kuno_1973	1	g	ジョンが手紙を読んだ。	ジョンが手紙を読んだ。
6303	Shibatani_1976	1	g	彼はその努力が報われるのを見ずに死んだ。	彼はその努力が報われるのを見ずに死んだ。
3482	Kuno_1973	1	g	メアリーがジョンに勲章を与えられた。	メアリーがジョンに勲章を与えられた。
5758	Shibatani_1976	1	g	親父は僕に自分の車を洗わせた。	親父は僕に自分の車を洗わせた。
985	Inoue_1976	1	g	加藤氏がその手紙を書いたことが問題にされている。	加藤氏がその手紙を書いたことが問題にされている。
7127	Shibatani_1976	1	g	太郎は乗り物に乗った。	乗り物
2637	Kuno_1973	1	g	ジョンは泣くやら、わめくやらした。	ジョンは泣くやら、わめくやらした。
5315	Shibatani_1976	1	g	山田は自分を批判した。	山田は自分を批判した。
3051	Kuno_1973	1	g	ジョンが上着を脱ぎ、ハンガーにかけた。	ジョンが上着を脱ぎ、ハンガーにかけた。
6440	Shibatani_1976	1	g	人々は狸が狐を化かすという伝説を言い伝えた。	人々は狸が狐を化かすという伝説を言い伝えた。
7139	Shibatani_1976	1	g	太郎は大雨に降られた。	大雨
8500	Tsujimura_2013	0	*	自分自身が行きます。	自分自身が行きます。
6746	Shibatani_1976	1	g	太郎が行ったか二郎が行った。	太郎が行ったか二郎が行った。
1857	Inoue_1976	1	g	明日は加藤さんがその会議に出る。	明日は加藤さんがその会議に出る。
8506	Tsujimura_2013	1	g	田中先生が学生に尊敬されている。	田中先生が学生に尊敬されている。
4325	Kuroda_1992	1	g	よろけたジョンがアリによってトドメの一撃を加えられた。	よろけたジョンがアリによってトドメの一撃を加えられた。
3274	Kuno_1973	1	g	科学は、1970年Xが合成された。	科学は、1970年Xが合成された。
1923	Inoue_1976	1	g	切符を買った人々が、椅子に座っている。	切符を買った人々が、椅子に座っている。
8198	Tsujimura_1999	0	*	目が泣き腫れる。	目が泣き腫れる
5570	Shibatani_1976	1	g	恋人が裏切ったので、田中は憤慨した。	恋人が裏切ったので、田中は憤慨した。
5839	Shibatani_1976	1	g	太郎が二郎に自分の部屋でタイプさせたことが花子を怒らせた。	太郎が二郎に自分の部屋でタイプさせたことが花子を怒らせた。
6120	Shibatani_1976	1	g	鉄砲の音が子供たちを一斉に走らせた。	鉄砲の音が子供たちを一斉に走らせた。
1471	Inoue_1976	1	g	二郎が太郎と花子と恵子と三郎と四郎と一緒にスキーに行った。	二郎が太郎と花子と恵子と三郎と四郎と一緒にスキーに行った。
1212	Inoue_1976	1	g	学長からの学内状況に対する報告が、手続きの第一歩です。	学長からの学内状況に対する報告が、手続きの第一歩です。
1580	Inoue_1976	1	g	昨日の突風で窓ガラスが2、3枚割れていた。	昨日の突風で窓ガラスが2、3枚割れていた。
6760	Shibatani_1976	1	g	行ってもいい。	行ってもいい。
7049	Shibatani_1976	1	g	それは、太郎が持ってくる。	それは、太郎が持ってくる。
439	Inoue_1976	1	g	ゼリーを早く固まらせるには、冷蔵庫に入れるとよろしい。	ゼリーを早く固まらせるには、冷蔵庫に入れるとよろしい。
2320	Kuno_1973	0	*	ジョンが先生が子供を叱った。	ジョンが先生が子供を叱った。
4000	Kuroda_1992	1	g	あの庭には蛇がいる。	あの庭には蛇がいる。
2391	Kuno_1973	0	*	部屋に子供がある。	部屋に子供がある。
961	Inoue_1976	1	g	鈴木君が去年書いた論文が問題なのです。	鈴木君が去年書いた論文が問題なのです。
2880	Kuno_1973	0	*	この本を読むなら、博識になるでしょう。	この本を読むなら、博識になるでしょう。
379	Inoue_1976	1	g	太郎が花子を棒で殴った。	太郎が花子を棒で殴った。
4324	Kuroda_1992	0	*	ジョンは良い時に友達に来られた。	ジョンは良い時に友達に来られた。
3796	Kuroda_1965	1	g	ジョンが何かを買った。	ジョンが何かを買った。
2979	Kuno_1973	0	*	僕は、上着を脱ぐとハンガーにかけた。	僕は、上着を脱ぐとハンガーにかけた。
5192	Miyagawa_and_Saito	1	g	太郎がどこかにどの荷物も送った。	太郎がどこかにどの荷物も送った。
1713	Inoue_1976	1	g	母親が太郎を2階に上げるのに1時間かかった。	母親が太郎を2階に上げるのに1時間かかった。
6976	Shibatani_1976	1	g	僕は、鬱蒼と茂る森の中を1人散歩したい。	僕は、鬱蒼と茂る森の中を1人散歩したい。
2032	Inoue_1976	1	g	山田さんは、自分の子供の手術をした医者を尊敬した。	山田さんは、自分の子供の手術をした医者を尊敬した。
7062	Shibatani_1976	1	g	太郎は、昨日学校を休むはずだった。	太郎は、昨日学校を休むはずだった。
7685	Shibatani_1990	1	g	筧先生の本がある。	筧先生の本がある。
3545	Kuno_1973	0	*	ニューヨークが郊外にジョンが住んでいる。	ニューヨークが郊外にジョンが住んでいる。
4629	Kuroda_1992	1	g	正男が花子の頬にキスした。	正男が花子の頬にキスした。
6672	Shibatani_1976	0	*	誰か来るはずではない。	誰か来るはずではない。
440	Inoue_1976	1	g	中央で布を10センチ重ならせてもよろしい。	中央で布を10センチ重ならせてもよろしい。
2144	Kuno_1973	1	g	田中先生がいらっしゃったら、先生に頼もう。	田中先生がいらっしゃったら、先生に頼もう。
7001	Shibatani_1976	1	g	隣で夫婦が喧嘩している声が聞こえてきた。	隣で夫婦が喧嘩している声が聞こえてきた。
